Maximum pitch (Hz),Minimum pitch (Hz),Duration,Pitch mean,PmaxTime,PminTime,fmaxPosRat,fminPosRat,Frng,MC
276.3389893576424,143.10427847885217,0.9897987518816773,209.72163391824728,0.6246768401227651,0.3789773861695287,0.6311150008375039,0.38288327344226886,0.5178577182014815,MC1
282.78603383819626,118.81158937502096,0.5921117533577891,200.7988116066086,0.11760941682029769,0.09828719447314871,0.1986270601003103,0.1659943311643026,0.4201465955104496,MC1
272.19668375809925,190.06401377244407,0.5125743536530116,231.13034876527166,0.1447919506855797,0.31240351221784124,0.28247989711868604,0.6094794052636576,0.6982598433908682,MC1
314.067647087358,133.93688542028394,0.9014238633208143,224.00226625382098,0.4453181591388793,0.4258514694288458,0.49401638591898667,0.47242089626962364,0.4264587157015551,MC1
293.9653893115906,202.89350674932285,0.4772243982286666,248.42944803045674,0.13794115044232047,0.3151215070530915,0.2890488226384114,0.6603214509206591,0.6901952206838353,MC1
299.00376231251494,132.56815913708826,0.6186242199260486,215.7859607248016,0.24478475583830495,0.06478475583830523,0.39569216327735596,0.10472392407469872,0.4433661908191299,MC2
294.70005678456556,158.20811972438784,1.0870111292986282,226.4540882544767,0.07395830126965564,0.39986369480944983,0.06803821899907844,0.36785611851780553,0.5368445512042865,MC1
312.7013775584301,144.88000299259477,0.8307239524721215,228.79069027551245,0.33538282825777976,0.35442018143956666,0.4037235561340516,0.4266401376592795,0.46331744402220637,MC1
245.70867791070495,100.51303870210664,1.0693361515864552,173.1108583064058,0.17901084208195428,0.9290108420819543,0.16740371287024738,0.8687734354661854,0.40907402846648716,MC1
310.08766615999025,135.87500173692086,0.7865365081916895,222.98133394845556,0.44062535855008633,0.2811296977063069,0.5602096710845875,0.35742739819242036,0.43818254179389365,MC1
296.76082204734246,79.40129880224615,1.033986196162111,188.08106042479432,0.32282208356963515,0.9149022219502747,0.3122112120721409,0.8848302089004232,0.2675599098777911,MC1
288.5050576781867,94.30948711898009,0.7246740861990855,191.4072723985834,0.2941159186165052,0.04918608045951345,0.4058595777298217,0.06787338114640523,0.3268902385211483,MC1
299.2218719217032,95.79339733498081,1.3344608172690489,197.507634628342,0.3411172156412299,1.00111721564123,0.2556217546644197,0.750203529909555,0.32014169525697933,MC1
278.1745339128731,215.43441295676914,0.45549890479078314,246.8044734348211,0.15552527583092512,0.2841915895815603,0.34143940675852996,0.6239127835270941,0.7744577115899662,MC1
258.47010780319573,189.291475078182,0.463599936242197,223.88079144068888,0.07358055918625084,0.35611775412643354,0.15871563698363061,0.768157470022576,0.7323534496387965,MC2
283.93101931689665,197.53563095580114,0.8307239524721162,240.7333251363489,0.06237884314898423,0.3667208913970086,0.07508973704604723,0.441447354811065,0.6957169788318576,MC1
298.64210228982967,114.66189616489623,1.3432983061251278,206.65199922736295,0.27154469362868383,0.8615446936286872,0.20214772280326954,0.641365130664011,0.38394417694534516,MC2
309.03592610307953,136.1058743560066,0.8307239524721162,222.57090022954307,0.6532121131025228,0.6721480149996211,0.7863166954060451,0.8091111529881909,0.4404208794501395,MC2
299.8310174489155,104.45817414247495,0.6318804532101723,202.1445957956952,0.3349121492823173,0.07992910096499273,0.530024544327724,0.1264940236067204,0.34839015333119194,MC2
315.3991119210585,97.26100522038657,1.454492837770843,206.3300585707225,0.23854653500969292,1.1001784189837878,0.16400667560198476,0.7564000250904791,0.30837437882428187,MC1
217.63741829417415,93.14822086312778,0.6539741753503918,155.39281957865097,0.6161186544137287,0.4417166770242176,0.9421146547317705,0.675434434070047,0.4279972699236031,MC1
299.45505995861697,92.53882676873715,1.7409853046490156,195.99694336367708,0.5171631685380156,1.57460801928627,0.2970520010461985,0.9044349857988678,0.30902408789327357,MC2
282.8638692723695,140.79452921515855,1.3079483507007836,211.82919924376404,0.5820206991679804,0.27142674274037404,0.4449875248178878,0.20752099468984897,0.4977466000777481,MC1
272.91462367239944,201.75816690398867,0.9411925631731997,237.33639528819407,0.3240209768921183,0.8050503227029573,0.34426640155303845,0.8553513427568495,0.7392720997837573,MC1
314.1771670236074,94.48055209085219,1.6128417162357742,204.3288595572298,0.2782818301775336,0.04775330525825083,0.17254131473423076,0.029608178395647344,0.3007238017514903,MC1
312.28863691879377,149.09937041739173,1.3874857504055598,230.69400366809276,0.4776143139536231,0.44631984981436545,0.3442300678144026,0.3216752674280849,0.47744090815626733,MC2
305.8286821198653,133.44556199111827,1.3874857504055669,219.63712205549177,0.17359505622386706,0.19247957639797164,0.12511483896185935,0.13872544373281614,0.4363408986565104,MC1
292.60975144218077,203.32562029439467,2.0227297637557626,247.96768586828773,0.32152625365204557,1.0100253058121638,0.1589566038001252,0.4993377384909637,0.6948695977911437,MC1
317.09346549648706,133.09036851631885,1.343298306125135,225.09191700640295,0.562861654089275,0.5431749867069584,0.41901463846321685,0.4043591689427463,0.41971968204369475,MC2
310.0761164462978,147.32087756339683,0.8351426969001707,228.69849700484733,0.4192243718238515,0.4012554101817116,0.5019793304544262,0.4804632928852348,0.47511197976743036,MC1
267.5155312600006,212.33154477901948,0.7246740861990872,239.92353801951003,0.014108934297446751,0.5878134961737374,0.01946935121062222,0.8111418737998717,0.7937167004059015,MC1
283.00874081713965,131.49097501041783,1.1135235958668872,207.24985791377873,0.25718953179877246,0.039865480267295084,0.23096909015075545,0.0358011993776023,0.464618070207867,MC2
303.2172920740595,137.75182779466735,1.5377230609590384,220.48455993436343,0.48939154898328496,0.47069150873361565,0.3182572736329154,0.3060964101299602,0.4543006991864503,MC1
296.43872372717397,195.24298320452027,0.8307239524721197,245.84085346584712,0.15733579473482706,0.5742376022038727,0.18939600124279246,0.6912496028253681,0.6586284704970301,MC1
